                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.1415,                 0.6766,                0.88362,                0.78519,                0.62857,                0.66901,                0.28965,                    1.8,                 1.8206,                0.94875,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.1338,                   0.68,                0.85368,                0.80236,                0.57143,                0.67585,                0.32695,                  1.678,                 1.7635,                0.93688,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.0962,                0.69706,                 0.8698,                0.68574,                 0.6027,                0.65947,                0.30131,                 1.7505,                 1.6821,                0.95417,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.0947,                0.66127,                0.86769,                0.70731,                    0.6,                0.62302,                0.26958,                 1.8017,                 1.6521,                0.96233,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.1439,                0.69769,                0.86463,                0.66891,                 0.6381,                0.66593,                0.29404,                 1.7978,                 1.6845,                0.95098,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.1778,                0.70129,                0.85635,                0.73557,                0.58285,                 0.6852,                0.30672,                 1.6837,                 1.6177,                0.94345,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.1278,                0.66601,                0.86563,                0.79503,                0.51719,                0.63836,                0.29784,                 1.7139,                 1.6666,                0.93127,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.0654,                0.64498,                0.85717,                0.67175,                0.60952,                0.63903,                0.30334,                 1.7332,                 1.5131,                0.93321,             0.00064905,             0.00064905,             0.00064905
                     45,                  1.114,                0.64937,                0.85199,                0.78565,                0.53333,                0.62751,                0.29938,                 1.7436,                 1.6247,                0.93644,             0.00063805,             0.00063805,             0.00063805
                     46,                  1.086,                0.66293,                0.86073,                0.80184,                0.55238,                 0.6756,                0.33811,                 1.7145,                 1.7045,                0.95122,             0.00062705,             0.00062705,             0.00062705
                     47,                  1.044,                0.61975,                0.84895,                0.68683,                    0.4,                0.50011,                0.24595,                 1.9869,                 2.5959,                0.98793,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.0628,                0.65603,                0.86242,                0.71165,                0.60952,                0.68878,                0.34508,                 1.6215,                 1.5585,                0.93484,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.0627,                0.64498,                 0.8536,                0.72144,                0.59048,                0.69046,                0.32973,                 1.6569,                 1.6442,                0.93993,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.0883,                0.63265,                0.85579,                0.79507,                0.55428,                0.65116,                0.32507,                 1.6717,                 1.6829,                0.94298,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.0954,                0.64813,                0.84868,                0.70361,                 0.6381,                0.64653,                0.34579,                 1.6292,                 1.5313,                0.94358,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.0867,                 0.6645,                0.85639,                0.79963,                0.64762,                0.71207,                0.35586,                 1.6509,                 1.4914,                0.94698,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.0617,                0.63928,                0.85313,                0.85683,                0.51298,                0.64814,                0.31088,                 1.7435,                 1.6596,                0.93789,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.0559,                0.62942,                0.86688,                0.81814,                 0.5619,                0.67878,                0.31924,                 1.7188,                 1.9301,                 0.9361,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.0314,                0.62494,                0.85554,                0.84965,                0.53825,                0.65086,                0.30968,                 1.7628,                 1.7908,                0.95614,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.0641,                0.64275,                0.84296,                0.77694,                0.56396,                0.63952,                0.28958,                 1.7213,                 1.7881,                0.94719,             0.00051706,             0.00051706,             0.00051706
                     57,                  1.015,                0.60009,                0.84571,                0.79822,                0.57143,                0.66033,                0.30605,                 1.7329,                 1.6206,                 0.9458,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.0448,                0.63387,                 0.8665,                0.86702,                 0.5589,                0.67877,                0.32029,                 1.7794,                 1.6463,                0.94237,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.0315,                0.62457,                0.84688,                 0.7074,                 0.6381,                0.69603,                0.32037,                 1.7405,                 1.5115,                0.94175,             0.00048406,             0.00048406,             0.00048406
                     60,                  1.042,                0.63601,                0.83442,                0.70297,                0.63112,                0.70793,                0.36071,                  1.663,                 1.4827,                0.93006,             0.00047306,             0.00047306,             0.00047306
                     61,                0.99328,                0.63184,                0.84972,                0.85122,                 0.5619,                0.72406,                  0.371,                 1.6628,                 1.4184,                0.93739,             0.00046206,             0.00046206,             0.00046206
                     62,                  1.026,                0.60407,                0.84031,                0.78308,                0.61905,                0.69838,                0.36123,                 1.6831,                 1.5491,                0.93415,             0.00045107,             0.00045107,             0.00045107
                     63,                0.98486,                0.59228,                0.84088,                0.79376,                0.62857,                0.70412,                0.33555,                  1.707,                 1.5877,                0.94665,             0.00044007,             0.00044007,             0.00044007
                     64,                0.99731,                0.60396,                0.84151,                0.78861,                0.61905,                0.70057,                0.32576,                 1.7253,                 1.7007,                0.93659,             0.00042907,             0.00042907,             0.00042907
                     65,                0.96602,                0.58856,                0.84383,                0.76009,                0.65714,                0.72243,                 0.3536,                 1.6935,                 1.5978,                0.93105,             0.00041807,             0.00041807,             0.00041807
                     66,                0.96824,                0.58521,                0.83237,                0.79095,                0.64762,                0.74202,                0.35631,                 1.7502,                 1.5453,                0.94085,             0.00040707,             0.00040707,             0.00040707
                     67,                0.98914,                0.58712,                0.85503,                0.77652,                0.66667,                0.71923,                 0.3478,                 1.7473,                 1.5148,                0.94986,             0.00039607,             0.00039607,             0.00039607
                     68,                0.99059,                0.58995,                0.84016,                0.78999,                0.64487,                 0.7184,                0.34685,                 1.6865,                  1.446,                0.93535,             0.00038507,             0.00038507,             0.00038507
                     69,                0.90514,                0.55392,                0.82565,                0.83887,                0.64461,                0.71914,                0.36448,                 1.6881,                 1.5446,                0.93899,             0.00037407,             0.00037407,             0.00037407
                     70,                0.92715,                0.58004,                0.82658,                0.77579,                0.61905,                0.71315,                0.35209,                 1.7271,                 1.5873,                0.94038,             0.00036307,             0.00036307,             0.00036307
                     71,                 0.9752,                0.55138,                0.84051,                0.70529,                0.63819,                0.72034,                 0.3482,                    1.7,                 1.4983,                0.93616,             0.00035208,             0.00035208,             0.00035208
                     72,                0.95858,                0.57469,                0.84299,                0.83754,                0.58922,                0.71255,                0.35571,                 1.6984,                 1.4694,                0.92897,             0.00034108,             0.00034108,             0.00034108
                     73,                0.95849,                0.56602,                0.84054,                0.80966,                0.62857,                0.73421,                0.36609,                 1.7246,                 1.4536,                0.93934,             0.00033008,             0.00033008,             0.00033008
                     74,                0.92182,                0.56102,                0.83934,                0.78321,                0.65375,                0.74476,                0.36328,                 1.7603,                 1.4759,                0.94167,             0.00031908,             0.00031908,             0.00031908
                     75,                0.92473,                0.55143,                0.83624,                0.76744,                0.64762,                0.73028,                0.35537,                 1.7155,                 1.4242,                0.93516,             0.00030808,             0.00030808,             0.00030808
                     76,                0.92948,                 0.5619,                0.82911,                0.77973,                0.60688,                 0.6977,                0.32323,                 1.7664,                 1.6577,                 0.9389,             0.00029708,             0.00029708,             0.00029708
                     77,                0.90891,                0.54403,                0.83582,                0.71515,                0.64562,                 0.6868,                0.31521,                 1.7702,                 1.7729,                0.93754,             0.00028608,             0.00028608,             0.00028608
                     78,                0.92614,                0.56285,                0.84552,                0.74209,                0.62857,                0.69204,                0.33895,                  1.729,                 1.6694,                0.93649,             0.00027508,             0.00027508,             0.00027508
                     79,                0.91205,                0.54681,                0.83458,                0.75108,                0.60952,                0.70738,                0.34759,                 1.7248,                 1.6113,                0.92979,             0.00026408,             0.00026408,             0.00026408
                     80,                 0.9281,                0.54496,                0.84967,                0.77131,                0.60952,                0.70641,                0.35558,                 1.7353,                 1.7123,                 0.9401,             0.00025309,             0.00025309,             0.00025309
                     81,                0.89595,                0.54397,                0.83691,                0.73944,                0.62857,                0.71156,                0.35936,                 1.7154,                 1.7105,                0.93841,             0.00024209,             0.00024209,             0.00024209
                     82,                0.91957,                0.54428,                0.84065,                0.80437,                0.62857,                0.72442,                0.38053,                 1.6692,                 1.6974,                0.93722,             0.00023109,             0.00023109,             0.00023109
                     83,                0.89256,                0.52002,                0.83869,                0.77815,                0.64762,                0.70809,                0.35832,                 1.7181,                 1.7507,                0.94308,             0.00022009,             0.00022009,             0.00022009
                     84,                0.84923,                0.50613,                0.83089,                0.76685,                0.65782,                0.72962,                 0.3539,                 1.6984,                 1.6579,                0.93656,             0.00020909,             0.00020909,             0.00020909
                     85,                0.89937,                0.52435,                0.82539,                0.78576,                0.62857,                0.72681,                 0.3579,                 1.7169,                 1.7028,                0.94071,             0.00019809,             0.00019809,             0.00019809
                     86,                 0.8669,                0.52849,                0.83414,                0.83519,                 0.6381,                0.72752,                0.34311,                 1.7175,                 1.7566,                0.94253,             0.00018709,             0.00018709,             0.00018709
                     87,                0.89421,                0.51482,                0.83614,                0.82038,                 0.6381,                0.73337,                0.37117,                 1.6669,                 1.7109,                0.93527,             0.00017609,             0.00017609,             0.00017609
                     88,                0.88652,                0.52128,                0.82851,                0.84052,                0.60237,                0.72747,                0.34231,                 1.7352,                 1.7624,                0.94333,             0.00016509,             0.00016509,             0.00016509
                     89,                0.88029,                0.52653,                0.83866,                0.90016,                0.59048,                0.72569,                0.38183,                  1.654,                 1.7345,                0.93773,              0.0001541,              0.0001541,              0.0001541
                     90,                0.88175,                0.51513,                0.83055,                0.89099,                0.57143,                 0.7298,                0.35465,                 1.6778,                 1.7832,                0.93788,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.0098,                0.55097,                 0.8346,                0.79843,                0.60952,                0.71116,                0.36982,                 1.6912,                 1.8268,                0.94237,              0.0001321,              0.0001321,              0.0001321
                     92,                0.94375,                0.52914,                0.82165,                0.76316,                0.64447,                0.72189,                 0.3868,                 1.6891,                 1.8665,                 0.9477,              0.0001211,              0.0001211,              0.0001211
                     93,                0.87644,                0.49888,                0.82002,                0.77744,                0.62857,                0.72312,                0.37391,                 1.6806,                 1.7859,                0.94825,              0.0001101,              0.0001101,              0.0001101
                     94,                0.84996,                0.49109,                0.82387,                0.76284,                0.62857,                0.71796,                0.37441,                 1.6725,                 1.7241,                0.94049,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.83895,                0.48189,                0.82503,                0.76648,                0.62522,                 0.7104,                 0.3746,                 1.6598,                 1.6714,                0.93603,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.86529,                 0.5131,                0.82942,                 0.7721,                0.61308,                0.71278,                0.37046,                 1.6518,                 1.6098,                0.93478,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.88834,                0.49882,                0.82353,                0.81891,                0.57143,                  0.723,                0.37754,                 1.6368,                 1.5912,                0.93044,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.82291,                0.48574,                0.81778,                  0.838,                0.57143,                0.71357,                0.37792,                 1.6405,                 1.6853,                0.92921,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.84906,                0.51399,                0.81808,                0.83468,                0.57143,                0.71465,                0.36228,                 1.6575,                 1.7131,                0.93425,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 0.8234,                0.48302,                0.82029,                0.81846,                0.59048,                0.71634,                0.37409,                 1.6477,                 1.6734,                0.93284,             3.3108e-05,             3.3108e-05,             3.3108e-05
